Return,Risk,Weights,Shorts
41.16930250207168,5.163794813580697,[-0.55381497 -0.03780506  2.44258655 -0.85096651],True
26.039812163485404,1.8027570590364856,[0.32491703 0.01746265 0.5996072  0.05801313],True
39.21815634375507,2.93199088533907,[ 0.48926073 -0.81498032  1.11995863  0.20576097],True
34.19029153560306,2.413693161787057,[-0.09782282  0.52950404  0.17482004  0.39349874],True
4.922409964553854,1.3500797763177277,[ 0.56408231  0.73745828 -0.37895618  0.0774156 ],True
15.51200174407309,1.3643141782517785,[ 0.3118696   0.44881301  0.35717832 -0.11786093],True
-82.40087471710012,7.219489058687248,[ 3.75270093  0.13058485 -2.97476541  0.09147963],True
34.2366196160403,2.8404664517409572,[-0.03099675  0.62334012 -0.25542524  0.66308186],True
-171.92285532537764,16.369430719123233,[ 1.92055167  3.53974453  0.94816851 -5.40846471],True
12.437864704106348,2.3952923472782537,[ 0.67920312  0.55132122 -0.81985133  0.58932699],True
30.218662143913072,2.240272923212544,[ 0.24067005  0.28184516 -0.03686963  0.51435443],True
-17.484375083402124,2.921388701265416,[ 1.47096723 -0.28672144  0.69595689 -0.88020268],True
27.6874274982058,1.8152221457525433,[ 0.43541592 -0.08601778  0.38196012  0.26864175],True
11.481318658271748,2.0521145735174753,[ 0.57755774  0.65121179 -0.66876444  0.4399949 ],True
-9.556154937358409,1.8198308520825845,[ 0.69870026  0.76871811  0.11656974 -0.5839881 ],True
56.831597407737334,4.131661628881105,[ 0.3360511  -0.79754368  0.35522414  1.10626844],True
0.22140861016415805,2.769962274810666,[ 0.15225662  0.9253679   0.79346344 -0.87108795],True
-345.77929424126285,76.50750105137806,[-11.95452771  19.33983726  19.49876048 -25.88407003],True
6.724946566715536,2.1547440131183455,[ 0.40653912  0.38448773  0.81094188 -0.60196873],True
-16.090661973764934,3.1705081180572434,[ 0.90800818  0.39513932  0.77664863 -1.07979613],True
29.13093850277029,2.062348962266091,[0.06826043 0.24368293 0.66534022 0.02271643],True
51.3227512394921,3.65500670185383,[-0.77885993  0.851428    0.38604096  0.54139096],True
32.4951101580879,7.4168870985743505,[-3.2347672   5.04553679 -0.39445429 -0.4163153 ],True
50.2143299882906,4.523495878954389,[-1.55399081  2.06049934  0.0759454   0.41754606],True
17.06241737654528,1.5760344305809046,[ 0.12688249  0.65405712  0.352782   -0.13372162],True
46.26682278224496,3.1066906331959796,[-0.42715405  0.42942129  0.612311    0.38542176],True
64.2466012425156,4.513520158106231,[-0.42361809  0.028086    0.3056035   1.0899286 ],True
43.54633820728883,2.8598520793411986,[-0.01090388 -0.00141156  0.49767526  0.51464017],True
532.0161428392958,99.95617068580859,[ -4.73639974   5.72343663 -31.40139032  31.41435343],True
28.230948745494825,1.8930350051343767,[0.38342855 0.04113437 0.21189939 0.36353769],True
45.379088830775274,4.0977700250345235,[-0.81838918  1.41527387 -0.3946936   0.79780891],True
-7.471610109834861,2.56598861563751,[ 1.28944349  0.47489048 -1.19048267  0.4261487 ],True
74.23762111530279,9.81135325524454,[-2.19897552  3.28407551 -2.39190698  2.30680698],True
20.5513924595537,1.849724129475054,[ 0.31697613  0.11754222  0.76682018 -0.20133853],True
-5.537734699969129,1.5782594288976746,[ 0.77046043  0.8539464  -0.58047806 -0.04392877],True
52.393479777721865,3.6695708562417564,[-0.44744746  0.4317281   0.2518379   0.76388146],True
10.218404199161215,1.3926596930890645,[ 0.55731633  0.2027239   0.52315555 -0.28319579],True
31.619039332629644,2.8336734660679737,[ 0.24464026  0.39177161 -0.4004418   0.76402992],True
6.608719161738751,1.1855483056471958,[ 0.52697236  0.45354536  0.28173646 -0.26225418],True
1.406205351987046,40.7802442108291,[  7.61207003 -16.15105451  17.06970029  -7.53071582],True
17.334537284864922,1.8590416023843588,[ 0.32689542  0.1944601   0.77681124 -0.29816677],True
24.650832210523568,1.8040988843075458,[0.18242187 0.47998222 0.06520648 0.27238944],True
14.898786723004578,3.9793966198330697,[-0.52348202  1.11831064  1.45561275 -1.05044137],True
54.56339032957849,3.7127515159021036,[ 0.23406105 -0.78692351  0.80447653  0.74838594],True
-89.9632942480625,11.990709603992233,[ 2.731598   -0.77128184  2.83138711 -3.79170327],True
32.041187756132146,2.2085587723085607,[ 0.15946637 -0.00454277  0.75816972  0.08690667],True
23.872902257742616,1.646867612902984,[0.21737751 0.33721843 0.34083117 0.10457289],True
-11.595947637017828,2.421283560413306,[ 0.75663116  0.59392818  0.48098407 -0.83154341],True
7.842431778034197,1.0889186513957363,[ 0.69851897  0.4073252  -0.23163502  0.12579085],True
37.08891275524391,2.488703859641647,[-0.08939356  0.35227249  0.36232621  0.37479486],True
40.217883890167826,2.7046209211005316,[ 0.34931279 -0.35857269  0.42859782  0.58066208],True
-47.819727778377285,4.760384666952885,[ 1.48510898  0.74353685  0.32983917 -1.55848501],True
22.817871467152116,2.2555855112217946,[ 1.16675559 -0.72111188 -0.09655179  0.65090808],True
17.980004808991904,2.38558272538981,[ 0.04049583  1.12827898 -0.5418793   0.37310449],True
-52.42587232961531,4.798125050153339,[ 1.24339065  1.42057472 -0.17300933 -1.49095604],True
45.62901924173025,3.160946079618507,[-0.23388546  0.34923436  0.23781104  0.64684007],True
29.8622434206368,2.0343924206562707,[0.34038167 0.070631   0.1665217  0.42246564],True
9.827886302929455,2.773792623011345,[ 0.23029018  0.39696454  1.12115887 -0.74841359],True
77.21955787317032,12.175629242793782,[-5.60217341  7.36231386 -1.43055145  0.670411  ],True
41.74732158398429,2.979183964932679,[ 0.61618529 -0.77662244  0.4610658   0.69937135],True
-175.79881925913833,38.35387966015794,[  3.8129383    9.6026259  -18.79613652   6.38057232],True
23.340572464490272,1.9284584080439637,[-0.05175437  0.63584936  0.52484779 -0.10894278],True
40.39541575513231,2.756957742469346,[-0.1963801   0.42268453  0.30737332  0.46632225],True
-437.1281613953297,86.3037753631749,[-29.49860366  57.65505615  -8.4405272  -18.71592529],True
6.121629741332995,1.1547766776194248,[ 0.60198608  0.59875193 -0.25706212  0.0563241 ],True
13.023884101654202,1.7096961588731558,[ 0.83119529 -0.34639515  0.75114959 -0.23594973],True
31.033547208885704,2.393368947749156,[-0.29282248  0.67293502  0.66699488 -0.04710742],True
4.256520896805514,4.661463812463071,[ 0.97678084  0.8999072  -2.0017047   1.12501667],True
13.40418342722944,1.21361700899396,[0.38411702 0.54831901 0.04397371 0.02359026],True
32.868175150785135,3.803441067099377,[ 1.35526247 -1.10819912 -0.47311217  1.22604882],True
400.83699926783436,30.17622285466825,[-11.02433012   3.93075643   1.39245174   6.70112194],True
30.582243432782576,2.157927767321923,[ 0.64674864 -0.5701973   0.6485347   0.27491397],True
23.474990794629747,1.9558946591113293,[-0.05715198  0.84598157  0.04417583  0.16699458],True
59.661091208025674,4.218454187051323,[-0.9652762   0.44565187  1.34243215  0.17719219],True
41.41559287299773,2.9970160419159724,[-0.31453202  0.63205625  0.12058659  0.56188917],True
-27.15865194587673,4.242953209148488,[ 0.38914066  1.51274412  0.55812605 -1.46001084],True
94.91726173371484,8.05610949554418,[-1.02217199  0.35632929 -0.6807661   2.34660881],True
-245.51166815652454,17.89937014815724,[ 5.6906295   2.02239448 -2.2884344  -4.42458958],True
-3.573851986361775,1.277362033062914,[ 0.87538246  0.32228304  0.1928503  -0.3905158 ],True
37.44769940666002,2.6887111804230193,[-0.22766838  0.61882203  0.15077244  0.45807391],True
29.950317617763154,2.2303576868480235,[ 0.61859283 -0.58995996  0.8256948   0.14567233],True
41.4473727691857,5.307654960739129,[ 2.02259372 -2.31235493 -0.34771264  1.63747385],True
14.666885987001063,2.7761594984930924,[ 0.00588465  0.56120945  1.11064926 -0.67774336],True
22.19477337882787,1.536719186500043,[0.2814078  0.31647419 0.30344257 0.09867544],True
30.25209535399539,2.150174637869659,[ 0.4098868  -0.30559609  0.79690371  0.09880558],True
36.56914524024975,2.4268714071064026,[ 0.26808843 -0.10809184  0.34976442  0.49023899],True
62.00228902144956,4.611833814139919,[-0.97045339  0.9138176   0.11060497  0.94603082],True
-0.2674236124052422,40.70673858802161,[  2.93233977   5.16307431 -17.71658402  10.62116995],True
-51.96919690746189,4.570756653716215,[ 2.28262624 -0.10596675  0.0934732  -1.27013269],True
38.46043755318201,2.537332868905604,[-0.0924025   0.2211177   0.58285018  0.28843463],True
48.855687613116956,4.369485367739678,[-1.42815122  1.38398292  1.34750649 -0.30333819],True
36.278017974297285,2.465845133156512,[ 0.41469183 -0.27999611  0.31068297  0.55462132],True
-3.232347206769102,2.1159480101075943,[ 1.1276172  -0.25186521  0.71504692 -0.59079892],True
22.237730493663342,2.9019226698916785,[ 1.75660284 -1.69891819  0.37088928  0.57142607],True
79.69299907837059,17.809532639870156,[-2.61705787  5.28312229 -6.10308395  4.43701953],True
28.227907359967734,2.462841397779403,[-0.40796017  0.92166173  0.64069933 -0.15440089],True
26.090083730032042,1.817727077479467,[0.09934805 0.40764785 0.39479746 0.09820664],True
-94.85678827002533,8.093303971933254,[ 1.94206327  3.00397845 -3.13915206 -0.80688966],True
-2.021305057731758,1.2594450842735285,[ 0.64581328  0.78095693 -0.26126057 -0.16550963],True
8.038461434333048,1.7423831151664873,[ 0.45261915  0.35753188  0.63973656 -0.4498876 ],True
24.58162542179176,5.509022601603314,[ 2.26005613 -1.73561877 -1.27847717  1.75403981],True
68.39022551790644,4.564054829967102,[-0.75628294  0.1425313   0.79691772  0.81683392],True
33.29284837960086,2.756885393648443,[-0.17554856  0.25425481  1.11892544 -0.1976317 ],True
32.23127416553931,2.2578553161107227,[ 0.57182031 -0.33625123  0.22649113  0.53793979],True
35.406018442386454,2.502366596889309,[ 0.17528961 -0.20299273  0.94001358  0.08768955],True
90.85800511367997,8.884167686782076,[-1.40113546  1.30562    -1.42449498  2.52001045],True
32.55143742192385,2.2189504601226506,[ 0.2092448  -0.08329264  0.75065232  0.12339552],True
-193.76757581218396,14.16587950757478,[ 3.75934435  3.45717557 -3.11821649 -3.09830344],True
-29.012042302763586,3.2929642754642687,[ 1.08249777  1.46831873 -1.38043986 -0.17037664],True
48.41983202006747,3.2935801702933807,[ 0.32691799 -0.74554239  0.83763016  0.58099424],True
35.695613398065724,3.4027323213191654,[-0.96511001  1.71526775  0.02853498  0.22130728],True
31.77701823526368,2.371066390745846,[ 0.28565382  0.18186012 -0.05164676  0.58413283],True
-9.731199107234717,3.515947365249054,[ 0.24699343  1.04783469  0.89252388 -1.18735199],True
18.335208257382003,1.3013603102668971,[0.43140313 0.2851323  0.17087016 0.11259441],True
33.95730264561746,2.3785923797958293,[-0.21468199  0.52962828  0.55592063  0.12913308],True
53.49389185601706,5.046371513825194,[-0.947591    1.47338441 -0.68008654  1.15429313],True
-40.85417428988354,3.5177932402003083,[ 1.24923912  1.28031376 -0.65590745 -0.87364543],True
119.24267158412907,8.530990163912433,[-0.59018909 -1.72651958  1.14705322  2.16965545],True
-293.53407392029874,23.45211138271622,[ 3.41056739  6.39092634 -2.02964266 -6.77185108],True
-164.2164698962696,19.825746536878686,[ 5.89860315 -3.45871926  4.2456592  -5.6855431 ],True
84.36857834774554,8.807671619789888,[-1.91714887  2.25506079 -1.57392438  2.23601246],True
16.389507777400866,1.2003044455238217,[0.47333795 0.29139138 0.15810625 0.07716442],True
12.680949491377897,1.9701237253709536,[ 1.50899861 -0.8678889  -0.13321169  0.49210199],True
16.49070031870019,1.6477336605938402,[ 0.33286106  0.27178319  0.63609874 -0.240743  ],True
32.14723070816357,2.1898290504182105,[ 0.51889029 -0.44177205  0.64301046  0.2798713 ],True
-68.45552117530656,8.323910367336056,[ 1.84536682  0.32075791  1.59558796 -2.76171269],True
44.019441667827294,3.021674987553719,[ 0.43001405 -0.6211021   0.52662857  0.66445948],True
18.0200930489861,2.1962541907885638,[ 0.4315215   0.60701322 -0.55605588  0.51752116],True
80.9067770789131,19.691144245001077,[ 4.97284446 -5.40264016 -5.08823313  6.51802884],True
17.329939686115203,1.8180037834837977,[ 0.33331892  0.66512199 -0.33683107  0.33839016],True
27.23285804073478,1.8148062467427528,[0.20699588 0.22656236 0.40092037 0.16552139],True
27.167296196657492,3.4145794389813333,[ 0.2363318   0.74652328 -0.89479038  0.91193529],True
